Dosage (µSv/h),Distance (cm),Sensor,Time,Details,Coordinates
0.3,1527.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:04 PM,Low dosage detected in this area,"[51.42349, -2.67107]"
0.37,1505.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:06 PM,Low dosage detected in this area,"[51.4235, -2.67103]"
0.44,1487.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:08 PM,Low dosage detected in this area,"[51.42349, -2.671]"
0.34,1461.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:10 PM,Low dosage detected in this area,"[51.42347, -2.67097]"
0.33,1436.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:13 PM,Low dosage detected in this area,"[51.42345, -2.67095]"
0.41,1407.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:15 PM,Low dosage detected in this area,"[51.42343, -2.67092]"
0.51,1383.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:19 PM,Low dosage detected in this area,"[51.42338, -2.67088]"
0.55,1379.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:21 PM,Low dosage detected in this area,"[51.42336, -2.67085]"
0.35,1383.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:23 PM,Low dosage detected in this area,"[51.42333, -2.67082]"
0.34,1405.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:25 PM,Low dosage detected in this area,"[51.4233, -2.6708]"
0.49,1405.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:29 PM,Low dosage detected in this area,"[51.4233, -2.67068]"
0.5,1405.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:31 PM,Low dosage detected in this area,"[51.42332, -2.67071]"
0.47,1421.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:33 PM,Low dosage detected in this area,"[51.42335, -2.67073]"
0.22,1422.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:35 PM,Low dosage detected in this area,"[51.42338, -2.67076]"
0.72,1525.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:37 PM,Low dosage detected in this area,"[51.42341, -2.67078]"
0.62,1416.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:41 PM,Low dosage detected in this area,"[51.42346, -2.67083]"
0.41,1403.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:43 PM,Low dosage detected in this area,"[51.42349, -2.67086]"
0.46,1374.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:45 PM,Low dosage detected in this area,"[51.42352, -2.67088]"
0.44,1346.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:48 PM,Low dosage detected in this area,"[51.42355, -2.67089]"
0.38,1340.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:50 PM,Low dosage detected in this area,"[51.42356, -2.67085]"
0.51,1394.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:52 PM,Low dosage detected in this area,"[51.42355, -2.67082]"
0.64,1370.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:54 PM,Low dosage detected in this area,"[51.42353, -2.67079]"
0.54,1385.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:56 PM,Low dosage detected in this area,"[51.42351, -2.67077]"
0.44,1332.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:35:58 PM,Low dosage detected in this area,"[51.42348, -2.67074]"
0.26,1355.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:02 PM,Low dosage detected in this area,"[51.42343, -2.67068]"
0.4,1364.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:06 PM,Low dosage detected in this area,"[51.42332, -2.67048]"
0.57,1360.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:08 PM,Low dosage detected in this area,"[51.42334, -2.6705]"
0.42,1382.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:12 PM,Low dosage detected in this area,"[51.42338, -2.67053]"
0.42,1385.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:14 PM,Low dosage detected in this area,"[51.4234, -2.67055]"
0.26,1388.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:16 PM,Low dosage detected in this area,"[51.42342, -2.67056]"
0.34,1470.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:18 PM,Low dosage detected in this area,"[51.42344, -2.67058]"
0.23,1389.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:20 PM,Low dosage detected in this area,"[51.42347, -2.6706]"
0.3,1386.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:22 PM,Low dosage detected in this area,"[51.42349, -2.67061]"
0.35,1379.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:24 PM,Low dosage detected in this area,"[51.42351, -2.67063]"
0.63,1357.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:26 PM,Low dosage detected in this area,"[51.42353, -2.67064]"
0.55,1329.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:28 PM,Low dosage detected in this area,"[51.42355, -2.67066]"
0.33,1315.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:30 PM,Low dosage detected in this area,"[51.42357, -2.67067]"
0.43,1293.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:32 PM,Low dosage detected in this area,"[51.42359, -2.67067]"
0.34,1282.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:34 PM,Low dosage detected in this area,"[51.4236, -2.67064]"
0.33,1367.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:36 PM,Low dosage detected in this area,"[51.42359, -2.67061]"
0.4,1414.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:38 PM,Low dosage detected in this area,"[51.42358, -2.67058]"
0.32,1417.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:40 PM,Low dosage detected in this area,"[51.42356, -2.67056]"
0.54,1423.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:42 PM,Low dosage detected in this area,"[51.42354, -2.67055]"
0.4,1386.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:44 PM,Low dosage detected in this area,"[51.42354, -2.67055]"
0.37,1388.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:46 PM,Low dosage detected in this area,"[51.42318, -2.67024]"
0.64,1410.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:50 PM,Low dosage detected in this area,"[51.42322, -2.67026]"
0.51,1430.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:54 PM,Low dosage detected in this area,"[51.42327, -2.67028]"
0.32,1432.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:56 PM,Low dosage detected in this area,"[51.42329, -2.6703]"
0.43,1438.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:36:58 PM,Low dosage detected in this area,"[51.42332, -2.67032]"
0.47,1434.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:00 PM,Low dosage detected in this area,"[51.42334, -2.67034]"
0.56,1462.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:02 PM,Low dosage detected in this area,"[51.42336, -2.67036]"
0.53,1448.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:04 PM,Low dosage detected in this area,"[51.42339, -2.67038]"
0.55,1445.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:06 PM,Low dosage detected in this area,"[51.42341, -2.6704]"
0.36,1457.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:08 PM,Low dosage detected in this area,"[51.42344, -2.67042]"
0.68,1448.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:11 PM,Low dosage detected in this area,"[51.42347, -2.67044]"
0.67,1452.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:13 PM,Low dosage detected in this area,"[51.42349, -2.67045]"
0.76,1449.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:15 PM,Low dosage detected in this area,"[51.42351, -2.67047]"
0.48,1446.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:17 PM,Low dosage detected in this area,"[51.42353, -2.67049]"
0.66,1444.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:19 PM,Low dosage detected in this area,"[51.42356, -2.6705]"
0.4,1447.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:21 PM,Low dosage detected in this area,"[51.42357, -2.67052]"
0.43,1430.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:23 PM,Low dosage detected in this area,"[51.42357, -2.67052]"
0.41,1430.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:25 PM,Low dosage detected in this area,"[51.42333, -2.67132]"
0.38,1437.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:27 PM,Low dosage detected in this area,"[51.42332, -2.67137]"
0.48,1456.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:33 PM,Low dosage detected in this area,"[51.42327, -2.6715]"
0.66,1487.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:35 PM,Low dosage detected in this area,"[51.42326, -2.67155]"
0.53,1435.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:37 PM,Low dosage detected in this area,"[51.42325, -2.6716]"
0.66,1468.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:39 PM,Low dosage detected in this area,"[51.42324, -2.67165]"
0.38,1384.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:41 PM,Low dosage detected in this area,"[51.42323, -2.67169]"
0.29,1360.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:43 PM,Low dosage detected in this area,"[51.42321, -2.67174]"
0.44,1023.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:46 PM,Low dosage detected in this area,"[51.4232, -2.67179]"
0.46,805.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:48 PM,Low dosage detected in this area,"[51.42318, -2.67183]"
0.44,667.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:50 PM,Low dosage detected in this area,"[51.42315, -2.67184]"
0.56,680.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:52 PM,Low dosage detected in this area,"[51.42312, -2.67182]"
0.39,689.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:54 PM,Low dosage detected in this area,"[51.42309, -2.6718]"
0.58,659.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:56 PM,Low dosage detected in this area,"[51.42305, -2.67178]"
0.35,566.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:37:58 PM,Low dosage detected in this area,"[51.42302, -2.67176]"
0.5,421.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:00 PM,Low dosage detected in this area,"[51.42299, -2.67173]"
0.43,318.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:02 PM,Low dosage detected in this area,"[51.42347, -2.67147]"
0.43,318.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:04 PM,Low dosage detected in this area,"[51.42347, -2.67147]"
0.59,289.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:06 PM,Low dosage detected in this area,"[51.42348, -2.67147]"
0.31,279.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:08 PM,Low dosage detected in this area,"[51.42349, -2.67147]"
0.35,237.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:10 PM,Low dosage detected in this area,"[51.42349, -2.67146]"
0.5,223.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:12 PM,Low dosage detected in this area,"[51.42349, -2.67145]"
0.37,225.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:14 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.37,221.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:16 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.52,221.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:18 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.37,221.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:20 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.32,186.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:22 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.43,119.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:24 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.58,76.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:26 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.41,48.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:28 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.61,40.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:30 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.49,27.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:32 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.38,34.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:34 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.38,29.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:36 PM,Low dosage detected in this area,"[51.42349, -2.67145]"
0.4,30.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:38 PM,Low dosage detected in this area,"[51.42349, -2.67145]"
0.57,28.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:40 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.44,28.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:42 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.34,28.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:44 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.59,29.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:46 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.36,27.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:48 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.36,28.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:54 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.4,33.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:56 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.44,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:38:58 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.44,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:00 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.36,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:02 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.43,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:05 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.67,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:07 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.53,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:09 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.44,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:11 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.55,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:13 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.39,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:15 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.55,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:17 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.5,19.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:19 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.51,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:21 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.45,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:23 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.49,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:25 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.39,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:27 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.42,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:29 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.39,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:31 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.46,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:34 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.31,14.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:36 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.51,14.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:38 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.44,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:40 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.44,15.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:42 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.54,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:44 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.55,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:46 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.43,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:48 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.42,17.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:50 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.38,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:52 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
0.34,18.0,Hamamatsu Caesium Iodide (CsI) Scintillator,2025-09-02 12:39:54 PM,Low dosage detected in this area,"[51.4235, -2.67145]"
